epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.56807,0.67033,0.59677,1,1.04256,0.0493825,0.0003825,0.0003825
2,15.8095,0.50169,0.60997,1,1.01424,0.000679098,0.000679098,0.000679098
3,23.8311,0.44652,0.62463,1,0.81038,0.000493473,0.000493473,0.000493473
4,32.0208,0.35822,0.65103,1,0.7609,0.000264027,0.000264027,0.000264027
5,40.3932,0.31042,0.64223,1,0.76937,7.84024e-05,7.84024e-05,7.84024e-05
