epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.73466,0.83734,0.62463,1,0.80208,0.00035725,0.00035725,0.00035725
2,15.1271,0.50446,0.68915,1,0.71159,0.00058449,0.00058449,0.00058449
3,23.571,0.41752,0.65836,1,0.7124,0.000664599,0.000664599,0.000664599
4,31.2952,0.36766,0.64516,1,0.89974,0.000580174,0.000580174,0.000580174
5,39.5573,0.34312,0.69795,1,0.72428,0.000297232,0.000297232,0.000297232
