epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.70811,0.68923,0.59238,1,0.83114,0.049255,0.000255,0.000255
2,16.3834,0.51639,0.66716,1,0.74455,0.000452732,0.000452732,0.000452732
3,24.8061,0.44087,0.6173,1,0.79346,0.000328982,0.000328982,0.000328982
4,33.3318,0.37943,0.65836,1,0.73291,0.000176018,0.000176018,0.000176018
5,41.9567,0.3391,0.65543,1,0.76164,5.22683e-05,5.22683e-05,5.22683e-05
