epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.62588,0.69713,0.59824,1,0.79354,0.0674712,0.000163462,0.000163462
2,16.1821,0.52371,0.66422,1,0.82878,0.0342391,0.000264763,0.000264763
3,24.3801,0.45727,0.63636,1,0.88045,0.00094109,0.000300064,0.000300064
4,32.6255,0.40003,0.67449,1,0.73722,0.000203,0.000203,0.000203
5,40.9041,0.35883,0.66276,1,0.73364,0.000104,0.000104,0.000104
