epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,113.307,0.83345,0.43548,1,1.4082,0.095025,2.5e-05,2.5e-05
2,124.369,0.61427,0.43548,1,1.54883,0.0890549,5.48509e-05,5.48509e-05
