epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.47312,0.68496,0.59824,1,0.87069,0.0493825,0.0003825,0.0003825
2,15.7838,0.51796,0.66716,1,0.69987,0.000564375,0.000564375,0.000564375
3,24.2448,0.43148,0.64956,1,0.70557,0.000193125,0.000193125,0.000193125
