epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.44537,0.6693,0.60117,1,0.85799,0.049255,0.000255,0.000255
2,15.7631,0.47399,0.64809,1,0.86955,0.000452732,0.000452732,0.000452732
3,24.1201,0.4274,0.61144,1,0.84717,0.000328982,0.000328982,0.000328982
4,32.5813,0.35668,0.68328,1,0.78499,0.000176018,0.000176018,0.000176018
5,40.7089,0.31298,0.66569,1,0.78662,5.22683e-05,5.22683e-05,5.22683e-05
