epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.42758,0.74862,0.67449,1,0.69491,0.000467173,0.000467173,0.000467173
2,15.829,0.4774,0.68768,1,0.73201,0.000756692,0.000756692,0.000756692
3,24.1408,0.4835,0.66129,1,0.80778,0.000857583,0.000857583,0.000857583
4,32.4551,0.40673,0.67155,1,0.70923,0.000580174,0.000580174,0.000580174
5,40.8007,0.3443,0.70968,1,0.61951,0.000297232,0.000297232,0.000297232
